Pais;Nome_Regiao;Codigo_Regiao;Nome_UF;Codigo_UF;Sigla_UF;Ano;Populacao_Total;Populacao_Homens;Populacao_Mulheres;Nascimentos;Obitos;TBN;TBM;EVN;EVN_Homens;EVN_Mulheres;TMI;TMI_Homens;TMI_Mulheres;TFT;TEF_15_19;TEF_20_24;TEF_25_29;TEF_30_34;TEF_35_39;TEF_40_44;TEF_45_49;Rz_Dep_Jovens;Rz_Dep_Idosos;Rz_Dep_Total;Indice_Envelhecimento;Proporcao_0a14anos;Proporcao_15a64anos;Proporcao_65anosoumais;Proporcao_15a59anos;Proporcao_60anosoumais;Idade_Mediana
Brasil;Norte;1;Todas;0;;2049;23217267;11470055;11747212;276926;205772;11,93;8,86;76,88;73,4;80,58;10,89;11,99;9,73;1,81;0,0564;0,091;0,0955;0,0694;0,0386;0,0089;0,0022;27,58;22,54;50,12;81,52;18,4;66,6;15;60,84;20,79;38,69
Brasil;Norte;1;Todas;0;;2050;23290076;11500234;11789842;275472;210349;11,83;9,03;76,96;73,49;80,64;10,83;11,92;9,69;1,81;0,0557;0,0906;0,0958;0,0697;0,0388;0,0089;0,0022;27,46;23,28;50,74;84,62;18,2;66,3;15,4;60,53;21,25;38,96
Brasil;Norte;1;Todas;0;;2051;23356895;11527553;11829342;274126;214953;11,74;9,2;77,04;73,57;80,71;10,78;11,86;9,64;1,81;0,0555;0,0904;0,0958;0,0697;0,0388;0,0089;0,0022;27,35;24,01;51,36;87,85;18,1;66,1;15,9;60,22;21,71;39,23
Brasil;Norte;1;Todas;0;;2052;23417741;11552036;11865705;272755;219576;11,65;9,38;77,11;73,66;80,77;10,72;11,8;9,59;1,81;0,0552;0,0902;0,0959;0,0698;0,0389;0,0089;0,0023;27,25;24,72;51,97;91,06;17,9;65,8;16,3;59,91;22,16;39,48
Brasil;Norte;1;Todas;0;;2053;23472506;11573641;11898865;271248;224240;11,56;9,55;77,19;73,74;80,82;10,67;11,74;9,55;1,8;0,055;0,0901;0,0959;0,0698;0,0389;0,0089;0,0023;27,16;25,43;52,59;93,82;17,8;65,5;16,7;59,6;22,61;39,74
Brasil;Norte;1;Todas;0;;2054;23521062;11592319;11928743;269654;228891;11,46;9,73;77,26;73,82;80,88;10,62;11,68;9,51;1,8;0,0548;0,0899;0,096;0,0699;0,0389;0,0089;0,0023;27,07;26,13;53,2;96,61;17,7;65,3;17,1;59,28;23,05;39,99
Brasil;Norte;1;Todas;0;;2055;23563355;11608061;11955294;268037;233554;11,38;9,91;77,33;73,9;80,93;10,58;11,63;9,47;1,8;0,0545;0,0898;0,0961;0,0699;0,039;0,0088;0,0023;27;26,84;53,83;99,43;17,5;65;17,4;58,95;23,5;40,25
Brasil;Norte;1;Todas;0;;2056;23599435;11620910;11978525;266556;238219;11,3;10,09;77,39;73,97;80,98;10,54;11,58;9,43;1,8;0,0543;0,0896;0,0961;0,0699;0,039;0,0088;0,0023;26,93;27,54;54,46;102,3;17,4;64,7;17,8;58,61;23,96;40,49
Brasil;Norte;1;Todas;0;;2057;23629380;11630918;11998462;265064;242851;11,22;10,28;77,46;74,05;81,03;10,5;11,54;9,4;1,8;0,0541;0,0895;0,0962;0,07;0,039;0,0088;0,0023;26,86;28,23;55,09;105,2;17,3;64,5;18,2;58,26;24,42;40,71
Brasil;Norte;1;Todas;0;;2058;23653146;11638074;12015072;263458;247477;11,14;10,46;77,52;74,12;81,08;10,46;11,49;9,37;1,8;0,0539;0,0893;0,0963;0,07;0,0391;0,0088;0,0023;26,8;28,92;55,73;108,14;17,2;64,2;18,6;57,91;24,88;40,92
Brasil;Norte;1;Todas;0;;2059;23670711;11642382;12028329;261841;252032;11,06;10,65;77,58;74,19;81,13;10,42;11,45;9,34;1,8;0,0537;0,0892;0,0964;0,0701;0,0391;0,0088;0,0023;26,75;29,62;56,38;110,53;17,1;63,9;18,9;57,58;25,31;41,15
Brasil;Norte;1;Todas;0;;2060;23682134;11643889;12038245;260237;256543;10,99;10,83;77,64;74,26;81,17;10,39;11,41;9,31;1,8;0,0535;0,0891;0,0965;0,0702;0,0392;0,0088;0,0023;26,71;30,34;57,05;113,53;17;63,7;19,3;57,27;25,72;41,37
Brasil;Nordeste;2;Todas;0;;2010;54215569;26474307;27741262;879187;395902;16,22;7,3;71,23;67,17;75,47;23,08;25,29;20,75;1,82;0,0714;0,1053;0,0867;0,0586;0,0308;0,0095;0,0011;41,25;10,83;52,09;26,2;27,1;65,8;7,1;62,67;10,2;27,09
Brasil;Nordeste;2;Todas;0;;2011;54552181;26617222;27934959;880404;394412;16,14;7,23;71,57;67,49;75,8;21,73;23,7;19,65;1,81;0,0709;0,1021;0,0872;0,0605;0,0316;0,0094;0,001;40,07;10,94;51,01;27,17;26,5;66,2;7,2;63,08;10,38;27,53
Brasil;Nordeste;2;Todas;0;;2012;54878774;26755084;28123690;852881;394108;15,54;7,18;71,89;67,8;76,13;20,51;22,28;18,65;1,75;0,0689;0,0957;0,084;0,0601;0,0313;0,0092;9,00E-04;38,86;11,08;49,94;28,57;25,9;66,7;7,4;63,51;10,57;27,97
Brasil;Nordeste;2;Todas;0;;2013;55188574;26884542;28304032;842420;394486;15,26;7,15;72,21;68,11;76,45;19,4;20,99;17,73;1,72;0,068;0,0921;0,0825;0,0609;0,0315;0,0091;9,00E-04;37,66;11,24;48,89;29,64;25,3;67,2;7,5;63,93;10,78;28,42
Brasil;Nordeste;2;Todas;0;;2014;55500820;27015530;28485290;854971;395780;15,4;7,13;72,51;68,4;76,75;18,4;19,84;16,89;1,75;0,0686;0,0915;0,084;0,0625;0,0325;0,0093;8,00E-04;36,55;11,41;47,96;31,17;24,7;67,6;7,7;64,3;11;28,87
Brasil;Nordeste;2;Todas;0;;2015;55828194;27154586;28673608;871300;397589;15,61;7,12;72,81;68,69;77,03;17,5;18,8;16,13;1,78;0,0691;0,0922;0,0857;0,0643;0,034;0,0097;8,00E-04;35,61;11,6;47,21;32,64;24,2;67,9;7,9;64,58;11,23;29,31
Brasil;Nordeste;2;Todas;0;;2016;56138510;27285270;28853240;819839;399239;14,6;7,11;73,09;68,97;77,31;16,69;17,87;15,44;1,67;0,0648;0,0877;0,0792;0,0608;0,0325;0,0092;8,00E-04;34,75;11,8;46,56;34,18;23,7;68,2;8,1;64,81;11,48;29,76
Brasil;Nordeste;2;Todas;0;;2017;56442149;27412931;29029218;857367;401479;15,19;7,11;73,37;69,25;77,58;15,95;17,04;14,81;1,76;0,0672;0,0915;0,0832;0,0642;0,0344;0,0098;8,00E-04;34,03;12,03;46,06;35,19;23,3;68,5;8,2;64,96;11,75;30,21
Brasil;Nordeste;2;Todas;0;;2018;56760780;27548678;29212102;850617;404513;14,99;7,13;73,63;69,51;77,83;15,29;16,29;14,25;1,75;0,0662;0,0906;0,083;0,0643;0,0345;0,0099;9,00E-04;33,39;12,27;45,66;36,68;22,9;68,7;8,4;65,06;12,02;30,64
Brasil;Nordeste;2;Todas;0;;2019;57071654;27680876;29390778;843455;407556;14,78;7,14;73,89;69,77;78,08;14,7;15,62;13,73;1,74;0,0652;0,0898;0,0828;0,0644;0,0347;0,0099;9,00E-04;32,79;12,54;45,33;38,05;22,6;68,8;8,6;65,12;12,32;31,08
Brasil;Nordeste;2;Todas;0;;2020;57374243;27809283;29564960;836000;410943;14,57;7,16;74,13;70,02;78,31;14,17;15,03;13,27;1,73;0,0643;0,0891;0,0827;0,0646;0,0349;0,01;9,00E-04;32,22;12,82;45,04;39,64;22,2;68,9;8,8;65,15;12,64;31,51
Brasil;Nordeste;2;Todas;0;;2021;57667842;27933567;29734275;828145;414693;14,36;7,19;74,37;70,27;78,54;13,69;14,49;12,85;1,73;0,0634;0,0884;0,0826;0,0648;0,0351;0,0101;0,001;31,69;13,13;44,81;41,55;21,9;69,1;9,1;65,15;12,97;31,95
Brasil;Nordeste;2;Todas;0;;2022;57951331;28053176;29898155;819279;418915;14,14;7,23;74,6;70,5;78,75;13,26;14,01;12,48;1,72;0,0625;0,0876;0,0825;0,065;0,0353;0,0102;0,001;31,23;13,46;44,69;43,06;21,6;69,1;9,3;65,08;13,33;32,38
Brasil;Nordeste;2;Todas;0;;2023;58223677;28167600;30056077;810245;423557;13,92;7,27;74,82;70,73;78,95;12,88;13,59;12,13;1,72;0,0616;0,087;0,0824;0,0652;0,0356;0,0103;0,0011;30,81;13,82;44,62;45,07;21,3;69,1;9,6;64,99;13,71;32,81
Brasil;Nordeste;2;Todas;0;;2024;58484154;28276506;30207648;800781;428626;13,69;7,33;75,03;70,95;79,15;12,53;13,2;11,82;1,71;0,0607;0,0864;0,0824;0,0655;0,0358;0,0104;0,0011;30,44;14,21;44,64;46,67;21;69,1;9,8;64,86;14,1;33,24
Brasil;Nordeste;2;Todas;0;;2025;58731929;28379506;30352423;790840;434030;13,47;7,39;75,23;71,16;79,33;12,22;12,86;11,55;1,71;0,0599;0,0858;0,0824;0,0657;0,036;0,0105;0,0011;30,14;14,63;44,78;48,56;20,8;69,1;10,1;64,68;14,5;33,67
Brasil;Nordeste;2;Todas;0;;2026;58966410;28476329;30490081;780963;439872;13,24;7,46;75,43;71,36;79,51;11,94;12,55;11,29;1,7;0,059;0,0852;0,0824;0,066;0,0363;0,0106;0,0012;29,86;15,09;44,95;50,49;20,6;69;10,4;64,49;14,91;34,09
Brasil;Nordeste;2;Todas;0;;2027;59187052;28566723;30620329;770771;446116;13,02;7,54;75,61;71,56;79,68;11,69;12,28;11,07;1,7;0,0582;0,0847;0,0824;0,0662;0,0365;0,0107;0,0012;29,6;15,58;45,19;52,45;20,4;68,9;10,7;64,27;15,34;34,52
Brasil;Nordeste;2;Todas;0;;2028;59393151;28650362;30742789;760263;452730;12,8;7,62;75,79;71,76;79,84;11,46;12,03;10,87;1,7;0,0573;0,0841;0,0824;0,0665;0,0368;0,0108;0,0012;29,39;16,1;45,49;54,95;20,2;68,7;11,1;64,02;15,78;34,95
Brasil;Nordeste;2;Todas;0;;2029;59584374;28727088;30857286;749981;459551;12,59;7,71;75,96;71,94;79,99;11,26;11,81;10,69;1,69;0,0565;0,0836;0,0825;0,0668;0,0371;0,0109;0,0013;29,15;16,64;45,8;57;20;68,6;11,4;63,79;16,21;35,38
Brasil;Nordeste;2;Todas;0;;2030;59760861;28796967;30963894;740203;466620;12,39;7,81;76,13;72,12;80,13;11,08;11,62;10,52;1,69;0,0557;0,083;0,0825;0,0671;0,0373;0,011;0,0013;28,85;17,19;46,05;59,6;19,8;68,5;11,8;63,6;16,65;35,81
Brasil;Nordeste;2;Todas;0;;2031;59921441;28859376;31062065;730270;473889;12,19;7,91;76,29;72,3;80,27;10,92;11,44;10,37;1,69;0,055;0,0825;0,0826;0,0674;0,0376;0,0111;0,0014;28,59;17,77;46,36;62,05;19,5;68,3;12,1;63,39;17,08;36,24
Brasil;Nordeste;2;Todas;0;;2032;60064692;28913556;31151136;720420;481493;11,99;8,02;76,44;72,47;80,4;10,78;11,28;10,24;1,69;0,0542;0,0819;0,0827;0,0678;0,0379;0,0112;0,0014;28,33;18,37;46,7;64,77;19,3;68,2;12,5;63,18;17,5;36,68
Brasil;Nordeste;2;Todas;0;;2033;60190528;28959480;31231048;710975;489430;11,81;8,13;76,58;72,63;80,53;10,65;11,15;10,12;1,68;0,0535;0,0814;0,0828;0,0681;0,0381;0,0113;0,0014;28,01;18,98;46,99;67,54;19,1;68;12,9;63,01;17,93;37,13
Brasil;Nordeste;2;Todas;0;;2034;60298960;28997170;31301790;701784;497664;11,64;8,25;76,72;72,79;80,65;10,53;11,02;10,01;1,68;0,0527;0,0809;0,0829;0,0684;0,0384;0,0115;0,0015;27,69;19,59;47,27;70,74;18,8;67,9;13,3;62,81;18,39;37,57
Brasil;Nordeste;2;Todas;0;;2035;60390007;29026661;31363346;693032;506259;11,48;8,38;76,86;72,94;80,76;10,43;10,91;9,92;1,68;0,052;0,0804;0,083;0,0688;0,0387;0,0116;0,0015;27,37;20,19;47,56;74,05;18,5;67,8;13,7;62,59;18,87;38,02
Brasil;Nordeste;2;Todas;0;;2036;60463572;29047946;31415626;684310;515154;11,32;8,52;76,99;73,09;80,87;10,33;10,81;9,83;1,68;0,0513;0,0799;0,083;0,0691;0,039;0,0117;0,0015;27,05;20,79;47,84;77,05;18,3;67,6;14,1;62,33;19,37;38,47
Brasil;Nordeste;2;Todas;0;;2037;60519554;29060991;31458563;675956;524346;11,17;8,66;77,11;73,23;80,97;10,25;10,72;9,75;1,68;0,0505;0,0795;0,0831;0,0695;0,0393;0,0118;0,0016;26,74;21,38;48,13;79,56;18,1;67,5;14,4;62,05;19,9;38,91
Brasil;Nordeste;2;Todas;0;;2038;60557984;29065841;31492143;667856;533804;11,03;8,81;77,23;73,37;81,07;10,17;10,63;9,68;1,68;0,0498;0,079;0,0832;0,0699;0,0396;0,0119;0,0016;26,44;21,99;48,44;83,15;17,8;67,4;14,8;61,74;20,45;39,35
Brasil;Nordeste;2;Todas;0;;2039;60578883;29062529;31516354;659999;543452;10,89;8,97;77,34;73,5;81,16;10,1;10,56;9,61;1,67;0,0491;0,0785;0,0833;0,0702;0,0399;0,012;0,0017;26,16;22,63;48,8;86,36;17,6;67,2;15,2;61,4;21,01;39,78
Brasil;Nordeste;2;Todas;0;;2040;60582367;29051123;31531244;652439;553215;10,77;9,13;77,45;73,63;81,25;10,04;10,49;9,55;1,67;0,0484;0,0781;0,0835;0,0706;0,0402;0,0121;0,0017;25,91;23,33;49,23;89,66;17,4;67;15,6;61,05;21,59;40,2
Brasil;Nordeste;2;Todas;0;;2041;60568543;29031683;31536860;645040;563111;10,65;9,3;77,56;73,76;81,34;9,98;10,43;9,5;1,67;0,0477;0,0777;0,0836;0,071;0,0405;0,0122;0,0017;25,67;24,07;49,74;94,15;17,1;66,8;16,1;60,67;22,18;40,61
Brasil;Nordeste;2;Todas;0;;2042;60537619;29004330;31533289;638200;573175;10,54;9,47;77,66;73,88;81,42;9,93;10,38;9,45;1,67;0,047;0,0772;0,0837;0,0713;0,0408;0,0124;0,0018;25,46;24,86;50,32;97,63;16,9;66,5;16,5;60,28;22,78;41
Brasil;Nordeste;2;Todas;0;;2043;60489753;28969167;31520586;631466;583417;10,44;9,64;77,76;74;81,49;9,88;10,33;9,41;1,67;0,0463;0,0768;0,0839;0,0717;0,0411;0,0125;0,0018;25,27;25,7;50,97;101,8;16,7;66,2;17;59,87;23,39;41,38
Brasil;Nordeste;2;Todas;0;;2044;60424918;28926184;31498734;624898;593817;10,34;9,83;77,85;74,11;81,57;9,84;10,28;9,37;1,67;0,0456;0,0764;0,084;0,0721;0,0414;0,0126;0,0019;25,11;26,58;51,69;105,42;16,6;65,9;17,5;59,46;23,99;41,75
Brasil;Nordeste;2;Todas;0;;2045;60343148;28875420;31467728;618472;604290;10,25;10,01;77,94;74,22;81,64;9,8;10,24;9,33;1,67;0,0449;0,0759;0,0842;0,0724;0,0417;0,0127;0,0019;24,96;27,49;52,46;109,76;16,4;65,6;18;59,04;24,59;42,11
Brasil;Nordeste;2;Todas;0;;2046;60244440;28816906;31427534;612150;614944;10,16;10,21;78,03;74,33;81,7;9,76;10,2;9,3;1,67;0,0442;0,0755;0,0843;0,0728;0,042;0,0128;0,0019;24,84;28,44;53,28;114,81;16,2;65,2;18,6;58,61;25,18;42,46
Brasil;Nordeste;2;Todas;0;;2047;60128940;28750734;31378206;606210;625614;10,08;10,4;78,11;74,43;81,77;9,73;10,17;9,27;1,67;0,0435;0,0751;0,0845;0,0732;0,0423;0,013;0,002;24,74;29,41;54,15;119,38;16;64,9;19,1;58,19;25,76;42,81
Brasil;Nordeste;2;Todas;0;;2048;59996786;28676990;31319796;600280;636378;10,01;10,61;78,19;74,53;81,83;9,7;10,14;9,24;1,67;0,0429;0,0747;0,0846;0,0736;0,0426;0,0131;0,002;24,66;30,41;55,07;123,27;15,9;64,5;19,6;57,78;26,32;43,15
Brasil;Nordeste;2;Todas;0;;2049;59847930;28595678;31252252;594339;647151;9,93;10,81;78,27;74,63;81,88;9,67;10,11;9,21;1,67;0,0422;0,0743;0,0848;0,074;0,0429;0,0132;0,002;24,59;31,42;56,01;127,22;15,8;64,1;20,1;57,37;26,87;43,48
Brasil;Nordeste;2;Todas;0;;2050;59682299;28506778;31175521;588279;657924;9,86;11,02;78,35;74,72;81,94;9,65;10,09;9,19;1,67;0,0415;0,0739;0,0849;0,0744;0,0432;0,0133;0,0021;24,54;32,43;56,97;132,69;15,6;63,7;20,7;56,98;27,39;43,8
Brasil;Nordeste;2;Todas;0;;2051;59499864;28410292;31089572;582203;668624;9,78;11,24;78,42;74,81;81,99;9,63;10,06;9,17;1,67;0,0415;0,0738;0,0849;0,0743;0,0432;0,0133;0,0021;24,49;33,45;57,94;136,77;15,5;63,3;21,2;56,59;27,9;44,1
Brasil;Nordeste;2;Todas;0;;2052;59300754;28306312;30994442;576238;679236;9,72;11,45;78,48;74,9;82,04;9,61;10,04;9,15;1,67;0,0415;0,0738;0,0849;0,0743;0,0432;0,0133;0,0021;24,46;34,45;58,91;140,91;15,4;62,9;21,7;56,21;28,39;44,39
Brasil;Nordeste;2;Todas;0;;2053;59085022;28194878;30890144;570040;689702;9,65;11,67;78,55;74,98;82,09;9,59;10,02;9,13;1,67;0,0415;0,0738;0,0849;0,0743;0,0432;0,0133;0,0021;24,44;35,44;59,88;145,1;15,3;62,5;22,2;55,84;28,88;44,67
Brasil;Nordeste;2;Todas;0;;2054;58852635;28075983;30776652;563716;700027;9,58;11,89;78,61;75,06;82,13;9,57;10,01;9,12;1,66;0,0414;0,0738;0,0849;0,0743;0,0432;0,0133;0,0021;24,42;36,41;60,83;148,68;15,2;62,2;22,6;55,45;29,36;44,94
Brasil;Nordeste;2;Todas;0;;2055;58603572;27949624;30653948;557128;710137;9,51;12,12;78,67;75,14;82,17;9,56;9,99;9,1;1,66;0,0414;0,0738;0,0848;0,0743;0,0432;0,0133;0,0021;24,41;37,35;61,76;152,98;15,1;61,8;23,1;55,06;29,85;45,18
Brasil;Nordeste;2;Todas;0;;2056;58337997;27815887;30522110;550651;719988;9,44;12,34;78,73;75,22;82,22;9,54;9,98;9,09;1,66;0,0414;0,0738;0,0848;0,0743;0,0432;0,0133;0,0021;24,39;38,27;62,66;156,67;15;61,5;23,5;54,65;30,35;45,41
Brasil;Nordeste;2;Todas;0;;2057;58056239;27674949;30381290;544197;729579;9,37;12,57;78,79;75,29;82,26;9,53;9,96;9,08;1,66;0,0414;0,0738;0,0848;0,0743;0,0432;0,0133;0,0021;24,39;39,17;63,55;160,4;14,9;61,1;23,9;54,23;30,86;45,63
Brasil;Nordeste;2;Todas;0;;2058;57758453;27526902;30231551;537488;738870;9,31;12,79;78,84;75,36;82,29;9,52;9,95;9,06;1,66;0,0414;0,0737;0,0848;0,0743;0,0432;0,0133;0,0021;24,38;40,06;64,44;164,86;14,8;60,8;24,4;53,81;31,36;45,84
Brasil;Nordeste;2;Todas;0;;2059;57444822;27371821;30073001;530758;747833;9,24;13,02;78,9;75,43;82,33;9,51;9,94;9,06;1,66;0,0414;0,0737;0,0848;0,0743;0,0432;0,0133;0,0021;24,38;40,96;65,34;168,71;14,7;60,5;24,8;53,42;31,84;46,03
Brasil;Nordeste;2;Todas;0;;2060;57115649;27209832;29905817;523973;756441;9,17;13,24;78,95;75,5;82,36;9,5;9,93;9,05;1,66;0,0414;0,0737;0,0848;0,0743;0,0431;0,0133;0,0021;24,39;41,89;66,28;171,43;14,7;60,1;25,2;53,05;32,28;46,22
Brasil;Sudeste;3;Todas;0;;2010;82155595;39994399;42161196;1131079;506352;13,77;6,16;75,55;72,06;79;13,02;14,09;11,89;1,63;0,0534;0,0838;0,081;0,0634;0,0348;0,0093;6,00E-04;32,18;11,54;43,72;35,71;22,4;69,6;8;65,85;11,75;31,15
Brasil;Sudeste;3;Todas;0;;2011;82851649;40331814;42519835;1149604;511138;13,88;6,17;75,9;72,48;79,29;12,51;13,53;11,44;1,65;0,0533;0,084;0,0814;0,066;0,0361;0,0095;6,00E-04;31,42;11,82;43,24;37,9;21,9;69,8;8,3;65,96;12,11;31,57
Brasil;Sudeste;3;Todas;0;;2012;83555019;40674208;42880811;1158180;516874;13,86;6,19;76,25;72,87;79,57;12,03;13;11;1,66;0,0535;0,0835;0,0807;0,0679;0,037;0,0097;6,00E-04;30,68;12,14;42,82;39,53;21,5;70;8,5;66,03;12,49;31,99
Brasil;Sudeste;3;Todas;0;;2013;84252766;41014861;43237905;1152279;523117;13,68;6,21;76,58;73,25;79,84;11,58;12,51;10,6;1,65;0,0533;0,0821;0,0792;0,0688;0,0371;0,0098;6,00E-04;29,98;12,5;42,48;41,9;21;70,2;8,8;66,07;12,88;32,42
Brasil;Sudeste;3;Todas;0;;2014;84956931;41359892;43597039;1186004;529912;13,96;6,24;76,89;73,62;80,1;11,15;12,04;10,21;1,7;0,0543;0,0834;0,0814;0,0713;0,0392;0,0103;7,00E-04;29,38;12,88;42,26;43,96;20,7;70,3;9,1;66,05;13,29;32,84
Brasil;Sudeste;3;Todas;0;;2015;85679246;41715241;43964005;1204615;537204;14,06;6,27;77,2;73,97;80,34;10,74;11,6;9,84;1,73;0,0535;0,0841;0,0832;0,0728;0,0414;0,0107;7,00E-04;28,93;13,3;42,23;45,81;20,3;70,3;9,3;65,94;13,72;33,25
Brasil;Sudeste;3;Todas;0;;2016;86367683;42054185;44313498;1134623;544339;13,14;6,3;77,49;74,3;80,59;10,36;11,19;9,5;1,63;0,0487;0,0796;0,0787;0,0686;0,0402;0,0104;7,00E-04;28,51;13,75;42,26;48,5;20;70,3;9,7;65,8;14,16;33,67
Brasil;Sudeste;3;Todas;0;;2017;87035037;42383227;44651810;1179422;552232;13,55;6,34;77,76;74,62;80,82;10,01;10,8;9,17;1,71;0,0505;0,0827;0,0821;0,0719;0,0422;0,011;8,00E-04;28,21;14,24;42,45;50,51;19,8;70,2;10;65,57;14,63;34,09
Brasil;Sudeste;3;Todas;0;;2018;87711946;42717991;44993955;1172257;560915;13,36;6,39;78,03;74,92;81,04;9,67;10,44;8,86;1,7;0,0499;0,0822;0,082;0,0722;0,0425;0,0111;8,00E-04;28,01;14,77;42,78;52,55;19,6;70;10,3;65,28;15,1;34,51
Brasil;Sudeste;3;Todas;0;;2019;88371433;43044588;45326845;1164214;569925;13,17;6,45;78,28;75,21;81,26;9,35;10,09;8,58;1,7;0,0494;0,0816;0,0819;0,0724;0,0427;0,0113;8,00E-04;27,83;15,33;43,16;55,15;19,4;69,9;10,7;64,98;15,58;34,92
Brasil;Sudeste;3;Todas;0;;2020;89012240;43362343;45649897;1155231;579301;12,98;6,51;78,52;75,49;81,46;9,05;9,77;8,3;1,7;0,0488;0,0811;0,0818;0,0727;0,043;0,0114;9,00E-04;27,68;15,92;43,6;57,51;19,3;69,6;11,1;64,66;16,07;35,33
Brasil;Sudeste;3;Todas;0;;2021;89632912;43670461;45962451;1145213;589245;12,78;6,57;78,75;75,74;81,66;8,77;9,47;8,04;1,7;0,0483;0,0805;0,0818;0,0729;0,0432;0,0116;9,00E-04;27,57;16,55;44,12;60,21;19,1;69,4;11,5;64,32;16,56;35,74
Brasil;Sudeste;3;Todas;0;;2022;90231492;43967893;46263599;1133596;599902;12,56;6,65;78,97;75,99;81,85;8,51;9,18;7,81;1,69;0,0478;0,08;0,0817;0,0732;0,0435;0,0117;0,001;27,5;17,22;44,72;62,63;19;69,1;11,9;63,94;17,05;36,15
Brasil;Sudeste;3;Todas;0;;2023;90806278;44253745;46552533;1121483;611157;12,35;6,73;79,18;76,22;82,04;8,26;8,91;7,57;1,69;0,0473;0,0794;0,0816;0,0735;0,0437;0,0119;0,001;27,45;17,91;45,35;65,08;18,9;68,8;12,3;63,57;17,55;36,55
Brasil;Sudeste;3;Todas;0;;2024;91356428;44527552;46828876;1109383;623013;12,14;6,82;79,38;76,44;82,21;8,03;8,66;7,36;1,69;0,0468;0,0788;0,0816;0,0737;0,044;0,012;0,001;27,38;18,62;46;68,09;18,8;68,5;12,8;63,2;18,04;36,96
Brasil;Sudeste;3;Todas;0;;2025;91881437;44789044;47092393;1097334;635340;11,94;6,91;79,57;76,65;82,38;7,81;8,42;7,16;1,69;0,0463;0,0783;0,0815;0,074;0,0442;0,0122;0,0011;27,32;19,34;46,65;70,97;18,6;68,2;13,2;62,84;18,53;37,36
Brasil;Sudeste;3;Todas;0;;2026;92380849;45037952;47342897;1085515;648394;11,75;7,02;79,75;76,85;82,54;7,6;8,2;6,97;1,69;0,0458;0,0778;0,0814;0,0742;0,0445;0,0123;0,0011;27,22;20,07;47,28;73,51;18,5;67,9;13,6;62,5;19,02;37,76
Brasil;Sudeste;3;Todas;0;;2027;92854166;45273986;47580180;1073920;662173;11,57;7,13;79,92;77,04;82,7;7,4;7,99;6,79;1,68;0,0452;0,0772;0,0814;0,0745;0,0447;0,0124;0,0011;27,08;20,8;47,88;77,05;18,3;67,6;14,1;62,19;19,5;38,15
Brasil;Sudeste;3;Todas;0;;2028;93301019;45496961;47804058;1062600;676458;11,39;7,25;80,08;77,22;82,85;7,22;7,79;6,62;1,68;0,0447;0,0767;0,0813;0,0747;0,0449;0,0126;0,0012;26,93;21,54;48,47;80,11;18,1;67,4;14,5;61,88;19,98;38,54
Brasil;Sudeste;3;Todas;0;;2029;93721260;45706783;48014477;1051827;691354;11,22;7,38;80,24;77,38;82,99;7,05;7,61;6,46;1,68;0,0442;0,0761;0,0812;0,075;0,0452;0,0127;0,0012;26,74;22,27;49,01;83,24;17,9;67,1;14,9;61,61;20,45;38,93
Brasil;Sudeste;3;Todas;0;;2030;94114911;45903432;48211479;1041754;706850;11,07;7,51;80,38;77,54;83,13;6,89;7,43;6,32;1,68;0,0437;0,0756;0,0812;0,0752;0,0454;0,0129;0,0013;26,48;22,99;49,47;87,01;17,7;66,9;15,4;61,37;20,91;39,3
Brasil;Sudeste;3;Todas;0;;2031;94482231;46087050;48395181;1031519;722734;10,92;7,65;80,52;77,69;83,26;6,73;7,27;6,18;1,67;0,0432;0,0751;0,0811;0,0755;0,0457;0,013;0,0013;26,27;23,71;49,97;90,29;17,5;66,7;15,8;61,12;21,36;39,67
Brasil;Sudeste;3;Todas;0;;2032;94823250;46257661;48565589;1021600;739299;10,77;7,8;80,65;77,82;83,39;6,59;7,11;6,04;1,67;0,0427;0,0745;0,0811;0,0758;0,0459;0,0132;0,0013;26,06;24,43;50,49;93,64;17,3;66,4;16,2;60,88;21,81;40,03
Brasil;Sudeste;3;Todas;0;;2033;95137981;46415283;48722698;1012459;756248;10,64;7,95;80,77;77,96;83,51;6,45;6,96;5,92;1,67;0,0422;0,074;0,081;0,076;0,0462;0,0133;0,0014;25,81;25,13;50,94;97,08;17,1;66,3;16,6;60,65;22,25;40,38
Brasil;Sudeste;3;Todas;0;;2034;95426537;46559965;48866572;1003750;773799;10,52;8,11;80,89;78,08;83,63;6,32;6,82;5,8;1,67;0,0417;0,0735;0,0809;0,0763;0,0464;0,0134;0,0014;25,56;25,82;51,38;101,18;16,9;66,1;17,1;60,41;22,7;40,73
Brasil;Sudeste;3;Todas;0;;2035;95688965;46691754;48997211;995707;791752;10,41;8,27;81;78,2;83,74;6,2;6,69;5,69;1,67;0,0412;0,0729;0,0809;0,0766;0,0466;0,0136;0,0014;25,32;26,5;51,82;104,79;16,7;65,9;17,5;60,15;23,17;41,07
Brasil;Sudeste;3;Todas;0;;2036;95925070;46810592;49114478;987489;810185;10,29;8,45;81,11;78,31;83,84;6,09;6,57;5,58;1,66;0,0407;0,0724;0,0808;0,0768;0,0469;0,0137;0,0015;25,08;27,17;52,25;107,88;16,5;65,7;17,8;59,86;23,66;41,42
