Pais;Nome_Regiao;Codigo_Regiao;Nome_UF;Codigo_UF;Sigla_UF;Ano;Populacao_Total;Populacao_Homens;Populacao_Mulheres;Nascimentos;Obitos;TBN;TBM;EVN;EVN_Homens;EVN_Mulheres;TMI;TMI_Homens;TMI_Mulheres;TFT;TEF_15_19;TEF_20_24;TEF_25_29;TEF_30_34;TEF_35_39;TEF_40_44;TEF_45_49;Rz_Dep_Jovens;Rz_Dep_Idosos;Rz_Dep_Total;Indice_Envelhecimento;Proporcao_0a14anos;Proporcao_15a64anos;Proporcao_65anosoumais;Proporcao_15a59anos;Proporcao_60anosoumais;Idade_Mediana
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2045;18351047;8845210;9505837;175032;196768;9,54;10,72;81,27;78,48;83,96;5,11;5,39;4,81;1,62;0,0364;0,0669;0,0785;0,0772;0,0479;0,0146;0,0018;23,88;34,89;58,77;146,67;15;63;22;56,34;28,62;44,39
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2046;18330739;8838138;9492601;174008;199670;9,49;10,89;81,35;78,57;84,04;5;5,28;4,71;1,61;0,0357;0,0662;0,0784;0,0774;0,0481;0,0148;0,0018;23,82;35,72;59,54;150,34;14,9;62,7;22,4;56,04;29,03;44,61
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2047;18306527;8829174;9477353;172980;202523;9,45;11,06;81,43;78,65;84,13;4,9;5,17;4,62;1,61;0,035;0,0655;0,0783;0,0776;0,0484;0,0149;0,0018;23,79;36,57;60,35;154,05;14,8;62,4;22,8;55,76;29,41;44,79
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2048;18278453;8818332;9460121;171904;205291;9,4;11,23;81,51;78,73;84,21;4,8;5,07;4,53;1,6;0,0343;0,0648;0,0781;0,0779;0,0486;0,015;0,0019;23,76;37,4;61,17;157,82;14,7;62;23,2;55,49;29,77;44,97
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2049;18246526;8805598;9440928;170701;207950;9,36;11,4;81,58;78,8;84,29;4,71;4,97;4,44;1,6;0,0337;0,0641;0,078;0,0781;0,0488;0,0152;0,0019;23,75;38,22;61,96;160,54;14,7;61,7;23,6;55,22;30,12;45,13
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2050;18210736;8790956;9419780;169384;210499;9,3;11,56;81,65;78,87;84,36;4,62;4,87;4,35;1,59;0,033;0,0634;0,0779;0,0783;0,049;0,0153;0,0019;23,73;38,99;62,72;164,38;14,6;61,5;24;54,96;30,46;45,28
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2051;18171147;8774431;9396716;168117;212964;9,25;11,72;81,71;78,94;84,43;4,53;4,78;4,27;1,59;0,0323;0,0627;0,0778;0,0786;0,0493;0,0154;0,002;23,72;39,73;63,45;167,59;14,5;61,2;24,3;54,7;30,78;45,41
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2052;18127853;8756060;9371793;166777;215301;9,2;11,88;81,78;79;84,5;4,45;4,7;4,2;1,59;0,0317;0,062;0,0776;0,0788;0,0495;0,0155;0,002;23,71;40,43;64,14;170,83;14,4;60,9;24,6;54,46;31,09;45,52
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2053;18080837;8735820;9345017;165271;217562;9,14;12,03;81,84;79,06;84,57;4,37;4,61;4,12;1,58;0,031;0,0613;0,0775;0,079;0,0497;0,0157;0,002;23,71;41,09;64,8;172,92;14,4;60,7;24,9;54,23;31,39;45,62
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2054;18030039;8713673;9316366;163649;219737;9,08;12,19;81,9;79,12;84,64;4,3;4,54;4,06;1,58;0,0303;0,0606;0,0774;0,0792;0,0499;0,0158;0,002;23,7;41,74;65,44;176,22;14,3;60,4;25,2;53,98;31,7;45,72
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2055;17975428;8689586;9285842;161900;221816;9,01;12,34;81,95;79,17;84,7;4,23;4,46;3,99;1,57;0,0297;0,0599;0,0772;0,0795;0,0501;0,0159;0,0021;23,69;42,38;66,07;178,32;14,3;60,2;25,5;53,71;32,02;45,82
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2056;17917092;8663602;9253490;160237;223774;8,94;12,49;82;79,22;84,76;4,16;4,39;3,92;1,57;0,029;0,0593;0,0771;0,0797;0,0503;0,016;0,0021;23,68;42,99;66,67;181,69;14,2;60;25,8;53,43;32,36;45,91
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2057;17855161;8635781;9219380;158558;225665;8,88;12,64;82,05;79,27;84,82;4,1;4,32;3,86;1,56;0,0284;0,0586;0,077;0,0799;0,0505;0,0162;0,0021;23,67;43,57;67,23;183,8;14,2;59,8;26,1;53,12;32,72;46,02
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2058;17789635;8606114;9183521;156753;227480;8,81;12,79;82,1;79,31;84,87;4,04;4,26;3,81;1,56;0,0277;0,0579;0,0769;0,0801;0,0507;0,0163;0,0021;23,64;44,13;67,78;186,52;14,1;59,6;26,3;52,83;33,08;46,13
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2059;17720514;8574602;9145912;154929;229224;8,74;12,94;82,15;79,35;84,93;3,98;4,19;3,75;1,55;0,0271;0,0572;0,0767;0,0803;0,0509;0,0164;0,0022;23,62;44,72;68,35;190;14;59,4;26,6;52,56;33,4;46,26
Brasil;Sudeste;3;Rio de Janeiro;33;RJ;2060;17647842;8541262;9106580;153085;230916;8,67;13,08;82,19;79,39;84,98;3,92;4,14;3,7;1,55;0,0265;0,0566;0,0766;0,0805;0,0511;0,0165;0,0022;23,6;45,36;68,97;191,43;14;59,2;26,8;52,36;33,67;46,4
Brasil;Sudeste;3;São Paulo;35;SP;2010;42298906;20607272;21691634;600394;246231;14,19;5,82;76,1;72,6;79,55;11,98;13,03;10,87;1,67;0,0529;0,0843;0,0823;0,0664;0,0369;0,0098;6,00E-04;32,02;11,09;43,11;34,38;22,4;69,9;7,7;66,19;11,43;31,08
Brasil;Sudeste;3;São Paulo;35;SP;2011;42707383;20805607;21901776;609189;248499;14,26;5,82;76,47;73,04;79,84;11,58;12,6;10,51;1,69;0,0526;0,0845;0,0829;0,0686;0,0382;0,01;6,00E-04;31,38;11,39;42,76;36,36;22;70;8;66,23;11,79;31,5
Brasil;Sudeste;3;São Paulo;35;SP;2012;43119841;21006793;22113048;614973;251306;14,26;5,83;76,82;73,46;80,11;11,19;12,18;10,16;1,7;0,0529;0,0845;0,0826;0,0705;0,0391;0,0102;6,00E-04;30,76;11,72;42,48;37,96;21,6;70,2;8,2;66,25;12,16;31,92
Brasil;Sudeste;3;São Paulo;35;SP;2013;43528708;21206883;22321825;609461;254413;14;5,84;77,16;73,86;80,38;10,83;11,79;9,83;1,69;0,0524;0,0831;0,081;0,0709;0,039;0,0103;6,00E-04;30,16;12,08;42,25;40,09;21,2;70,3;8,5;66,24;12,55;32,34
Brasil;Sudeste;3;São Paulo;35;SP;2014;43937755;21407763;22529992;623424;257855;14,19;5,87;77,48;74,24;80,63;10,49;11,41;9,51;1,73;0,053;0,0844;0,0826;0,073;0,0409;0,0107;7,00E-04;29,64;12,48;42,12;42,11;20,9;70,4;8,8;66,18;12,96;32,75
Brasil;Sudeste;3;São Paulo;35;SP;2015;44356304;21614159;22742145;637209;261613;14,37;5,9;77,79;74,6;80,88;10,16;11,06;9,22;1,77;0,0523;0,0862;0,085;0,0747;0,0433;0,0113;8,00E-04;29,25;12,91;42,16;44,17;20,6;70,3;9,1;66,04;13,38;33,17
Brasil;Sudeste;3;São Paulo;35;SP;2016;44760305;21813699;22946606;603412;265394;13,48;5,93;78,08;74,94;81,11;9,85;10,72;8,94;1,68;0,0476;0,0819;0,081;0,071;0,0422;0,011;7,00E-04;28,86;13,36;42,22;46,31;20,3;70,3;9,4;65,88;13,82;33,59
Brasil;Sudeste;3;São Paulo;35;SP;2017;45149603;22006254;23143349;617221;269488;13,67;5,97;78,36;75,26;81,34;9,56;10,4;8,67;1,72;0,0485;0,0836;0,0832;0,0732;0,0436;0,0115;8,00E-04;28,58;13,85;42,43;48,26;20,1;70,2;9,7;65,65;14,28;34,01
Brasil;Sudeste;3;São Paulo;35;SP;2018;45538936;22199331;23339605;613637;274009;13,47;6,02;78,62;75,56;81,56;9,28;10,1;8,42;1,72;0,048;0,0831;0,0831;0,0735;0,0438;0,0116;8,00E-04;28,39;14,38;42,77;50,75;19,9;70;10,1;65,36;14,75;34,43
Brasil;Sudeste;3;São Paulo;35;SP;2019;45919049;22388135;23530914;609658;278821;13,28;6,07;78,87;75,85;81,76;9,01;9,81;8,18;1,72;0,0476;0,0826;0,0831;0,0738;0,0441;0,0117;9,00E-04;28,21;14,94;43,15;52,79;19,7;69,9;10,4;65,06;15,23;34,85
Brasil;Sudeste;3;São Paulo;35;SP;2020;46289333;22572327;23717006;605336;283825;13,08;6,13;79,11;76,12;81,96;8,77;9,54;7,95;1,72;0,0471;0,082;0,083;0,0741;0,0443;0,0119;9,00E-04;28,03;15,53;43,56;55,38;19,5;69,7;10,8;64,76;15,71;35,27
Brasil;Sudeste;3;São Paulo;35;SP;2021;46649132;22751542;23897590;600602;289190;12,87;6,2;79,33;76,37;82,15;8,53;9,28;7,74;1,71;0,0467;0,0815;0,083;0,0743;0,0445;0,012;9,00E-04;27,89;16,15;44,04;57,73;19,4;69,4;11,2;64,44;16,2;35,68
Brasil;Sudeste;3;São Paulo;35;SP;2022;46997428;22925220;24072208;595009;294962;12,66;6,28;79,54;76,61;82,34;8,31;9,04;7,53;1,71;0,0463;0,0809;0,0829;0,0746;0,0448;0,0122;0,001;27,8;16,8;44,61;60,42;19,2;69,2;11,6;64,09;16,69;36,1
Brasil;Sudeste;3;São Paulo;35;SP;2023;47333288;23092856;24240432;589159;301077;12,45;6,36;79,74;76,84;82,51;8,09;8,81;7,34;1,71;0,0459;0,0804;0,0829;0,0749;0,045;0,0123;0,001;27,71;17,48;45,2;62,83;19,1;68,9;12;63,74;17,18;36,51
Brasil;Sudeste;3;São Paulo;35;SP;2024;47656295;23254217;24402078;583426;307543;12,24;6,45;79,93;77,05;82,68;7,89;8,59;7,16;1,71;0,0454;0,0799;0,0828;0,0751;0,0453;0,0124;0,001;27,6;18,18;45,78;66,14;18,9;68,6;12,5;63,4;17,67;36,92
Brasil;Sudeste;3;São Paulo;35;SP;2025;47966292;23409215;24557077;577872;314267;12,05;6,55;80,11;77,25;82,84;7,71;8,38;6,99;1,71;0,045;0,0793;0,0827;0,0754;0,0455;0,0126;0,0011;27,49;18,88;46,37;68,62;18,8;68,3;12,9;63,06;18,16;37,33
Brasil;Sudeste;3;São Paulo;35;SP;2026;48263115;23557726;24705389;572490;321411;11,86;6,66;80,28;77,43;82,99;7,52;8,19;6,83;1,71;0,0446;0,0788;0,0827;0,0757;0,0457;0,0127;0,0011;27,35;19,59;46,94;71,51;18,6;68,1;13,3;62,75;18,64;37,73
Brasil;Sudeste;3;São Paulo;35;SP;2027;48546516;23699601;24846915;567276;328973;11,69;6,78;80,44;77,61;83,14;7,36;8;6,68;1,7;0,0441;0,0783;0,0826;0,0759;0,046;0,0129;0,0012;27,17;20,3;47,47;75;18,4;67,8;13,8;62,45;19,13;38,12
Brasil;Sudeste;3;São Paulo;35;SP;2028;48816331;23834769;24981562;562261;336812;11,52;6,9;80,59;77,77;83,28;7,2;7,83;6,53;1,7;0,0437;0,0777;0,0826;0,0762;0,0462;0,013;0,0012;26,98;21,02;48;78,02;18,2;67,6;14,2;62,16;19,61;38,51
Brasil;Sudeste;3;São Paulo;35;SP;2029;49072504;23963191;25109313;557539;344976;11,36;7,03;80,73;77,92;83,41;7,05;7,66;6,4;1,7;0,0433;0,0772;0,0825;0,0765;0,0464;0,0131;0,0012;26,77;21,74;48,5;81,11;18;67,3;14,6;61,89;20,09;38,89
Brasil;Sudeste;3;São Paulo;35;SP;2030;49315046;24084837;25230209;553248;353522;11,22;7,17;80,86;78,07;83,54;6,91;7,51;6,27;1,7;0,0429;0,0767;0,0825;0,0767;0,0467;0,0133;0,0013;26,49;22,44;48,94;84,83;17,8;67,1;15,1;61,65;20,56;39,26
Brasil;Sudeste;3;São Paulo;35;SP;2031;49544302;24199881;25344421;548994;362230;11,08;7,31;80,99;78,2;83,66;6,77;7,36;6,15;1,7;0,0424;0,0761;0,0824;0,077;0,0469;0,0134;0,0013;26,25;23,15;49,4;88,07;17,6;66,9;15,5;61,4;21,03;39,61
Brasil;Sudeste;3;São Paulo;35;SP;2032;49760463;24308429;25452034;544928;371393;10,95;7,46;81,11;78,33;83,78;6,64;7,22;6,04;1,7;0,042;0,0756;0,0824;0,0773;0,0471;0,0136;0,0014;26,04;23,87;49,91;91,38;17,4;66,7;15,9;61,14;21,48;39,95
Brasil;Sudeste;3;São Paulo;35;SP;2033;49963489;24410466;25553023;541212;380716;10,83;7,62;81,22;78,44;83,89;6,52;7,09;5,93;1,69;0,0416;0,0751;0,0823;0,0775;0,0474;0,0137;0,0014;25,81;24,57;50,38;94,77;17,2;66,5;16,3;60,89;21,94;40,28
Brasil;Sudeste;3;São Paulo;35;SP;2034;50153386;24505982;25647404;537685;390409;10,72;7,78;81,32;78,55;84;6,41;6,96;5,83;1,69;0,0412;0,0746;0,0823;0,0778;0,0476;0,0138;0,0014;25,58;25,27;50,85;98,82;17;66,3;16,8;60,63;22,41;40,61
Brasil;Sudeste;3;São Paulo;35;SP;2035;50330107;24594967;25735140;534482;400338;10,62;7,95;81,42;78,65;84,1;6,3;6,84;5,73;1,69;0,0407;0,074;0,0822;0,078;0,0478;0,014;0,0015;25,37;25,96;51,33;102,38;16,8;66,1;17,2;60,35;22,89;40,93
Brasil;Sudeste;3;São Paulo;35;SP;2036;50493492;24677360;25816132;531135;410530;10,52;8,13;81,51;78,75;84,19;6,2;6,73;5,64;1,69;0,0403;0,0735;0,0822;0,0783;0,0481;0,0141;0,0015;25,16;26,65;51,81;106,02;16,6;65,9;17,6;60,04;23,39;41,25
Brasil;Sudeste;3;São Paulo;35;SP;2037;50643366;24753073;25890293;528036;420916;10,43;8,31;81,6;78,83;84,28;6,11;6,63;5,56;1,69;0,0399;0,073;0,0821;0,0786;0,0483;0,0142;0,0015;24,96;27,33;52,29;109,15;16,4;65,7;17,9;59,71;23,9;41,57
Brasil;Sudeste;3;São Paulo;35;SP;2038;50779824;24822171;25957653;525200;431428;10,34;8,5;81,68;78,92;84,37;6,02;6,53;5,48;1,69;0,0395;0,0725;0,0821;0,0788;0,0485;0,0144;0,0016;24,79;28,01;52,8;112,96;16,2;65,4;18,3;59,36;24,42;41,89
Brasil;Sudeste;3;São Paulo;35;SP;2039;50902899;24884680;26018219;522421;442065;10,26;8,68;81,75;78,99;84,45;5,93;6,43;5,4;1,68;0,0391;0,0719;0,082;0,0791;0,0488;0,0145;0,0016;24,64;28,72;53,36;116,15;16,1;65,2;18,7;58,99;24,95;42,21
Brasil;Sudeste;3;São Paulo;35;SP;2040;51012645;24940624;26072021;519777;452661;10,19;8,87;81,83;79,06;84,53;5,85;6,34;5,33;1,68;0,0386;0,0714;0,082;0,0793;0,049;0,0147;0,0016;24,51;29,47;53,98;120,13;15,9;64,9;19,1;58,6;25,48;42,53
Brasil;Sudeste;3;São Paulo;35;SP;2041;51109151;24990043;26119108;517139;463265;10,12;9,06;81,9;79,13;84,61;5,78;6,26;5,27;1,68;0,0382;0,0709;0,0819;0,0796;0,0492;0,0148;0,0017;24,4;30,25;54,65;124,05;15,8;64,7;19,6;58,2;26,02;42,83
Brasil;Sudeste;3;São Paulo;35;SP;2042;51192586;25033036;26159550;514932;473959;10,06;9,26;81,96;79,19;84,68;5,71;6,18;5,2;1,68;0,0378;0,0704;0,0818;0,0799;0,0495;0,0149;0,0017;24,32;31,07;55,38;127,39;15,7;64,4;20;57,78;26,57;43,12
Brasil;Sudeste;3;São Paulo;35;SP;2043;51263186;25069746;26193440;512853;484648;10;9,45;82,02;79,25;84,75;5,64;6,11;5,15;1,68;0,0374;0,0699;0,0818;0,0801;0,0497;0,0151;0,0018;24,26;31,92;56,17;131,61;15,5;64;20,4;57,36;27,11;43,4
Brasil;Sudeste;3;São Paulo;35;SP;2044;51321077;25100231;26220846;510676;495122;9,95;9,65;82,07;79,3;84,81;5,57;6,04;5,09;1,68;0,037;0,0693;0,0817;0,0804;0,0499;0,0152;0,0018;24,22;32,8;57,01;135,71;15,4;63,7;20,9;56,93;27,64;43,66
Brasil;Sudeste;3;São Paulo;35;SP;2045;51366301;25124489;26241812;508421;505550;9,9;9,84;82,12;79,35;84,88;5,51;5,97;5,04;1,67;0,0366;0,0688;0,0817;0,0806;0,0501;0,0153;0,0018;24,19;33,7;57,89;139,22;15,3;63,3;21,3;56,52;28,15;43,91
Brasil;Sudeste;3;São Paulo;35;SP;2046;51398888;25142542;26256346;506137;515856;9,85;10,04;82,17;79,4;84,93;5,46;5,91;4,99;1,67;0,0361;0,0683;0,0816;0,0809;0,0504;0,0155;0,0019;24,19;34,63;58,82;143,42;15,2;63;21,8;56,13;28,64;44,13
Brasil;Sudeste;3;São Paulo;35;SP;2047;51419021;25154494;26264527;503976;526011;9,8;10,23;82,22;79,44;84,99;5,4;5,85;4,94;1,67;0,0357;0,0678;0,0816;0,0811;0,0506;0,0156;0,0019;24,2;35,59;59,79;147,68;15,1;62,6;22,3;55,74;29,11;44,32
Brasil;Sudeste;3;São Paulo;35;SP;2048;51426883;25160421;26266462;501764;536026;9,76;10,42;82,26;79,48;85,04;5,35;5,79;4,9;1,67;0,0353;0,0673;0,0815;0,0814;0,0508;0,0157;0,0019;24,23;36,57;60,79;150,33;15,1;62,2;22,7;55,37;29,56;44,5
Brasil;Sudeste;3;São Paulo;35;SP;2049;51422538;25160338;26262200;499335;545787;9,71;10,61;82,3;79,52;85,1;5,31;5,74;4,86;1,67;0,0349;0,0668;0,0815;0,0816;0,051;0,0159;0,002;24,26;37,53;61,79;154,67;15;61,8;23,2;55,03;29,98;44,68
Brasil;Sudeste;3;São Paulo;35;SP;2050;51405978;25154242;26251736;496571;555260;9,66;10,8;82,34;79,56;85,14;5,26;5,69;4,82;1,67;0,0345;0,0663;0,0814;0,0819;0,0513;0,016;0,002;24,29;38,46;62,76;158,39;14,9;61,4;23,6;54,72;30,36;44,84
Brasil;Sudeste;3;São Paulo;35;SP;2051;51377266;25142132;26235134;493794;564550;9,61;10,99;82,38;79,59;85,19;5,22;5,64;4,78;1,67;0,0341;0,0657;0,0814;0,0821;0,0515;0,0161;0,002;24,33;39,37;63,7;161,07;14,9;61,1;24;54,44;30,7;44,99
Brasil;Sudeste;3;São Paulo;35;SP;2052;51336626;25124074;26212552;491003;573550;9,56;11,17;82,42;79,62;85,23;5,19;5,6;4,75;1,66;0,0337;0,0652;0,0813;0,0824;0,0517;0,0163;0,0021;24,37;40,25;64,62;164,86;14,8;60,7;24,4;54,2;31;45,12
Brasil;Sudeste;3;São Paulo;35;SP;2053;51284187;25100123;26184064;488019;582372;9,52;11,36;82,45;79,65;85,28;5,15;5,56;4,72;1,66;0,0333;0,0647;0,0813;0,0826;0,0519;0,0164;0,0021;24,41;41,09;65,49;168,71;14,7;60,4;24,8;53,99;31,27;45,25
Brasil;Sudeste;3;São Paulo;35;SP;2054;51220015;25070313;26149702;484875;590889;9,47;11,54;82,47;79,67;85,31;5,11;5,52;4,69;1,66;0,0329;0,0642;0,0812;0,0829;0,0522;0,0165;0,0022;24,44;41,87;66,31;171,43;14,7;60,1;25,2;53,78;31,53;45,36
Brasil;Sudeste;3;São Paulo;35;SP;2055;51144153;25034642;26109511;481430;599162;9,41;11,72;82,5;79,7;85,35;5,08;5,48;4,66;1,66;0,0325;0,0637;0,0811;0,0831;0,0524;0,0167;0,0022;24,46;42,58;67,04;174,66;14,6;59,9;25,5;53,56;31,79;45,48
Brasil;Sudeste;3;São Paulo;35;SP;2056;51056719;24993133;26063586;478067;607225;9,36;11,89;82,53;79,72;85,39;5,05;5,44;4,63;1,66;0,032;0,0632;0,0811;0,0834;0,0526;0,0168;0,0022;24,47;43,22;67,69;176,71;14,6;59,6;25,8;53,34;32,06;45,6
Brasil;Sudeste;3;São Paulo;35;SP;2057;50958014;24945927;26012087;474786;615061;9,32;12,07;82,55;79,74;85,42;5,02;5,41;4,61;1,66;0,0316;0,0627;0,081;0,0836;0,0528;0,0169;0,0023;24,47;43,75;68,23;179,31;14,5;59,4;26;53,12;32,33;45,72
Brasil;Sudeste;3;São Paulo;35;SP;2058;50848310;24893155;25955155;471387;622541;9,27;12,24;82,58;79,76;85,45;4,99;5,38;4,58;1,65;0,0312;0,0622;0,081;0,0839;0,053;0,017;0,0023;24,46;44,23;68,69;180,69;14,5;59,3;26,2;52,9;32,6;45,84
Brasil;Sudeste;3;São Paulo;35;SP;2059;50727840;24834941;25892899;467988;629796;9,23;12,42;82,6;79,77;85,49;4,97;5,35;4,56;1,65;0,0308;0,0617;0,0809;0,0841;0,0533;0,0172;0,0023;24,44;44,69;69,13;182,07;14,5;59,1;26,4;52,71;32,84;45,96
Brasil;Sudeste;3;São Paulo;35;SP;2060;50596822;24771413;25825409;464536;636786;9,18;12,59;82,62;79,79;85,51;4,94;5,32;4,54;1,65;0,0304;0,0612;0,0809;0,0844;0,0535;0,0173;0,0024;24,43;45,17;69,6;184,72;14,4;59;26,6;52,55;33,05;46,08
Brasil;Sul;4;Paraná;41;PR;2010;10653276;5238772;5414504;152738;62704;14,34;5,89;75,15;71,87;78,55;12,05;13,31;10,73;1,72;0,0615;0,088;0,0859;0,0654;0,0332;0,0085;5,00E-04;33,84;10,86;44,7;32,05;23,4;69,1;7,5;65,47;11,14;30,51
Brasil;Sul;4;Paraná;41;PR;2011;10738066;5278327;5459739;152167;63407;14,17;5,9;75,49;72,2;78,91;11,53;12,73;10,28;1,7;0,0594;0,0864;0,0857;0,0665;0,034;0,0083;5,00E-04;32,91;11,17;44,08;34,21;22,8;69,4;7,8;65,65;11,51;30,93
Brasil;Sul;4;Paraná;41;PR;2012;10822187;5317484;5504703;152784;64225;14,12;5,93;75,82;72,52;79,25;11,04;12,18;9,84;1,71;0,0588;0,0855;0,085;0,0683;0,0345;0,0085;5,00E-04;32,02;11,51;43,53;35,87;22,3;69,7;8;65,79;11,91;31,36
Brasil;Sul;4;Paraná;41;PR;2013;10908262;5357607;5550655;157654;65127;14,45;5,97;76,15;72,83;79,59;10,57;11,66;9,43;1,76;0,061;0,0866;0,0859;0,072;0,0361;0,0091;5,00E-04;31,23;11,88;43,11;38,07;21,8;69,9;8,3;65,87;12,31;31,77
Brasil;Sul;4;Paraná;41;PR;2014;10997989;5399573;5598416;161822;66098;14,71;6,01;76,47;73,14;79,91;10,13;11,16;9,04;1,8;0,0623;0,0875;0,0879;0,0745;0,038;0,0094;5,00E-04;30,6;12,28;42,88;40,19;21,4;70;8,6;65,86;12,73;32,18
Brasil;Sul;4;Paraná;41;PR;2015;11089062;5442208;5646854;162151;67073;14,62;6,05;76,78;73,44;80,22;9,71;10,7;8,67;1,8;0,0602;0,0876;0,0886;0,075;0,0395;0,0095;5,00E-04;30,11;12,72;42,83;42,18;21,1;70;8,9;65,77;13,15;32,57
Brasil;Sul;4;Paraná;41;PR;2016;11176203;5482818;5693385;155766;68041;13,94;6,09;77,08;73,73;80,53;9,31;10,26;8,32;1,73;0,0547;0,0837;0,0856;0,0731;0,0396;0,0096;5,00E-04;29,64;13,18;42,82;44,23;20,8;70;9,2;65,66;13,59;32,97
Brasil;Sul;4;Paraná;41;PR;2017;11261927;5522704;5739223;161199;69096;14,31;6,14;77,38;74,02;80,82;8,94;9,84;7,99;1,8;0,0561;0,0862;0,0888;0,0764;0,0415;0,0102;6,00E-04;29,33;13,68;43,01;46,83;20,5;69,9;9,6;65,45;14,04;33,37
Brasil;Sul;4;Paraná;41;PR;2018;11348937;5563258;5785679;160383;70224;14,13;6,19;77,66;74,29;81,11;8,58;9,44;7,68;1,8;0,0554;0,0855;0,0887;0,0768;0,0419;0,0104;6,00E-04;29,17;14,22;43,39;48,77;20,3;69,7;9,9;65,16;14,5;33,76
Brasil;Sul;4;Paraná;41;PR;2019;11433957;5602812;5831145;159377;71394;13,94;6,24;77,93;74,57;81,39;8,25;9,07;7,38;1,79;0,0546;0,0847;0,0886;0,0772;0,0424;0,0106;7,00E-04;29,08;14,79;43,87;50,99;20,2;69,5;10,3;64,81;14,98;34,15
Brasil;Sul;4;Paraná;41;PR;2020;11516840;5641298;5875542;158324;72578;13,75;6,3;78,21;74,83;81,65;7,93;8,72;7,1;1,79;0,0539;0,084;0,0885;0,0775;0,0428;0,0108;7,00E-04;28,97;15,38;44,35;53,23;20,1;69,3;10,7;64,46;15,47;34,53
Brasil;Sul;4;Paraná;41;PR;2021;11597484;5678670;5918814;157209;73843;13,56;6,37;78,46;75,08;81,91;7,63;8,38;6,84;1,79;0,0531;0,0833;0,0883;0,0779;0,0432;0,011;7,00E-04;28,87;15,99;44,86;55,28;19,9;69;11;64,09;15,98;34,92
Brasil;Sul;4;Paraná;41;PR;2022;11675661;5714821;5960840;155829;75156;13,35;6,44;78,72;75,33;82,16;7,35;8,07;6,59;1,79;0,0524;0,0826;0,0882;0,0783;0,0436;0,0112;8,00E-04;28,85;16,64;45,49;57,58;19,8;68,7;11,4;63,66;16,51;35,3
Brasil;Sul;4;Paraná;41;PR;2023;11751111;5749623;6001488;154316;76545;13,13;6,51;78,96;75,58;82,4;7,08;7,78;6,35;1,78;0,0517;0,0819;0,0881;0,0787;0,044;0,0114;8,00E-04;28,85;17,32;46,17;59,9;19,7;68,4;11,8;63,22;17,04;35,68
Brasil;Sul;4;Paraná;41;PR;2024;11823677;5783000;6040677;152743;77976;12,92;6,59;79,2;75,81;82,64;6,83;7,5;6,13;1,78;0,0509;0,0812;0,088;0,0791;0,0444;0,0116;8,00E-04;28,84;18,02;46,87;62,76;19,6;68,1;12,3;62,78;17,59;36,07
Brasil;Sul;4;Paraná;41;PR;2025;11893264;5814911;6078353;151166;79492;12,71;6,68;79,43;76,04;82,86;6,6;7,23;5,92;1,78;0,0502;0,0805;0,0879;0,0795;0,0447;0,0118;9,00E-04;28,83;18,77;47,6;65,13;19,5;67,8;12,7;62,34;18,13;36,45
Brasil;Sul;4;Paraná;41;PR;2026;11959803;5845328;6114475;149588;81057;12,51;6,78;79,65;76,26;83,08;6,37;6,98;5,73;1,77;0,0495;0,0798;0,0877;0,0798;0,0451;0,012;9,00E-04;28,8;19,54;48,34;68,04;19,4;67,4;13,2;61,91;18,67;36,84
Brasil;Sul;4;Paraná;41;PR;2027;12023185;5874197;6148988;147908;82686;12,3;6,88;79,87;76,48;83,29;6,16;6,75;5,54;1,77;0,0487;0,0791;0,0876;0,0802;0,0455;0,0122;9,00E-04;28,76;20,33;49,1;70,47;19,3;67,1;13,6;61,49;19,22;37,23
Brasil;Sul;4;Paraná;41;PR;2028;12083297;5901463;6181834;146252;84400;12,1;6,98;80,07;76,69;83,49;5,96;6,53;5,36;1,77;0,048;0,0784;0,0875;0,0806;0,0459;0,0124;0,001;28,67;21,15;49,82;73,82;19,1;66,7;14,1;61,1;19,77;37,62
Brasil;Sul;4;Paraná;41;PR;2029;12140129;5927131;6212998;144696;86172;11,92;7,1;80,27;76,89;83,68;5,78;6,32;5,2;1,77;0,0473;0,0777;0,0874;0,081;0,0463;0,0126;0,001;28,49;21,97;50,46;77,25;18,9;66,5;14,6;60,77;20,3;38,01
Brasil;Sul;4;Paraná;41;PR;2030;12193706;5951218;6242488;143201;88000;11,74;7,22;80,47;77,09;83,87;5,6;6,13;5,04;1,76;0,0465;0,077;0,0873;0,0813;0,0467;0,0128;0,0011;28,27;22,79;51,06;80,75;18,7;66,2;15,1;60,47;20,81;38,41
